,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
2020-11-01,BTC,ETH,USDT,XRP,BCH,LINK,BNB,LTC,DOT,BSV,ADA,USDC,EOS,XMR,TRX,CRO,XLM,WBTC,XTZ,LEO,NEO,ATOM,DAI,XEM,HT,FIL,BUSD,MIOTA,VET,DASH,THETA,ETC,ZEC,MKR,UNI,OMG,COMP,UMA,ONT,AAVE,FTT,CEL,WAVES,DOGE,YFI,SNX,BTT,ALGO,BAT,DGB,HUSD,KSM,OKB,TUSD,ZRX,PAX,REN,ABBC,CELO,OCEAN,QTUM,ICX,ZIL,HEDG,EWT,HBAR,QNT,LRC,KNC,DCR,REP,LSK,BTG,ANT,REV,NXM,ZB,CVT,LUNA,SC,RSR,NEAR,TMTG,AMPL,EGLD,ENJ,STX,NANO,NEXO,MANA,BAND,AVAX,SUSHI,BCD,VLX,MONA,NMR,RVN,BTM,GNT,HOT,AR,OXT,CKB,IOST,DX,SNT,SOL,IOTX,DIVI,XVG,PAXG,BAL,KCS,BTCB,UQC,STORJ,CHSB,SXP,RIF,RUNE,MATIC,RLC,NRG,ZEN,SHR,UTK,ANKR,BNT,CRV,TOMO,SUN,HXRO,HNT,HC,IRIS,WAN,QKC,FXC,STRAT,HYN,XLT,DGTX,EURS,NPXS,KIN,MCO,ARK,GT,SOLVE,FTM,XZC,FET,VGX,POWR,WICC,VSYS,STAKE,MLN,TRB,DIA,AGI,PNK,AE,AION,ONE,TRAC,WIN,SERO,HNS,WXT,ORBS,TT,ELA,UOS,AVA,DATA,GXC,XHV,BHT,MX,SYS,BOA,YFII,APM,STEEM,KAVA,KMD,JST,GNO,BTS,HIVE,SRM,WAXP,UBT,CHZ,ARDR,ELF,ETN,MAID
2020-11-08,BTC,ETH,USDT,XRP,BCH,LINK,BNB,LTC,DOT,ADA,BSV,USDC,EOS,XMR,WBTC,TRX,XLM,CRO,XTZ,LEO,DASH,THETA,BUSD,ZEC,UNI,AAVE,ETC,MKR,SNX,CEL,YFI,OMG,COMP,UMA,ONT,WAVES,DOGE,FTT,HEDG,ALGO,BAT,BTT,DGB,HUSD,OKB,KSM,TUSD,REN,ZRX,EWT,PAX,ABBC,OCEAN,DCR,ZIL,QTUM,ICX,HBAR,CELO,LRC,KNC,QNT,AMPL,REP,NEAR,LSK,RSR,TMTG,BTG,MANA,STX,ANT,REV,SC,LUNA,BAND,ZB,NXM,EGLD,ENJ,CVT,NANO,SOL,SUSHI,NEXO,RVN,RUNE,DX,GNT,NMR,AVAX,BCD,MONA,OXT,BTM,HOT,UQC,CHSB,SNT,IOST,IOTX,SXP,AR,MATIC,PAXG,RLC,BAL,STORJ,XVG,KCS,RIF,DIVI,GNO,ZEN,CKB,VLX,UTK,TRAC,YFII,MAID,STEEM,SRM,KMD,BTS,UBT,NRG,CRV,ANKR,ARDR,CHZ,ELF,KAVA,WAXP,HIVE,STRAT,BNT,JST,TFUEL,TOMO,ETN,QKC,CVC,IRIS,WAN,ARK,FTM,SHR,HXRO,HC,DNT,AGI,NPXS,KIN,HYN,EURS,SUN,XZC,TRB,POWR,SOLVE,FXC,SERO,WICC,AE,GT,STAKE,VSYS,AION,ONE,XLT,DIA,FET,AVA,MXC,DGTX,DATA,ORBS,SWTH,WIN,POLY,UOS,TT,ADX,WXT,KP3R,HNS,PNK,ELA,FUN,GXC,BHT,SYS,NEO,ATOM,DAI,XEM,HT,FIL,MIOTA,VET
2020-11-15,BTC,ETH,USDT,XRP,LINK,BCH,LTC,BNB,DOT,ADA,BSV,USDC,EOS,XMR,WBTC,TRX,XLM,XTZ,CRO,LEO,XEM,NEO,ATOM,DAI,FIL,UNI,AAVE,HT,DASH,VET,MIOTA,BUSD,ZEC,THETA,ETC,YFI,MKR,COMP,UMA,OMG,CEL,WAVES,SNX,ONT,DOGE,FTT,KSM,BAT,ALGO,BTT,HUSD,TUSD,OKB,REN,HEDG,ZRX,NEAR,DGB,PAX,DCR,ABBC,EWT,OCEAN,CELO,ZIL,LRC,ICX,QTUM,HBAR,QNT,SUSHI,KNC,STX,RSR,AMPL,RUNE,LSK,BTG,ANT,NXM,REP,REV,LUNA,SC,ENJ,TMTG,MANA,ZB,BAND,NEXO,NMR,EGLD,GNT,NANO,RVN,DX,SOL,CRV,CHSB,CVT,SNT,BAL,AVAX,BCD,HOT,MONA,OXT,RLC,MATIC,BTM,PAXG,AR,IOTX,IOST,SXP,XVG,CKB,CVC,KAVA,STORJ,KCS,ZEN,YFII,HNT,GNO,DIVI,RIF,UQC,MAID,VLX,SRM,UTK,STEEM,KMD,ARDR,BTS,BNT,CHZ,JST,WAXP,ELF,STRAT,UBT,HIVE,WAN,ANKR,ARK,TRB,XZC,POWR,HXRO,DIA,HC,DNT,PNK,WICC,DGTX,SOLVE,VSYS,GT,VGX,FET,XLT,AION,SERO,AE,POLY,AVA,SYS,ONE,DATA,FXC,ORBS,HNS,WIN,RDD,TT,CTK,ADX,STAKE,XVS,GXC,TRAC,NRG,TFUEL,TOMO,ETN,QKC,IRIS,FTM,SHR,AGI,NPXS,KIN,HYN,EURS,SUN,MXC,SWTH,UOS
2020-11-22,BTC,ETH,XRP,USDT,LINK,LTC,BCH,DOT,ADA,BNB,BSV,EOS,USDC,WBTC,XMR,XLM,TRX,XTZ,CRO,LEO,NEO,FIL,XEM,ATOM,DAI,VET,DASH,MIOTA,HT,UNI,AAVE,WAVES,YFI,ZEC,ETC,THETA,BUSD,CEL,MKR,OMG,SNX,COMP,UMA,ONT,DOGE,FTT,OKB,ALGO,KSM,TUSD,BAT,REN,BTT,DGB,ZRX,DCR,LSK,QNT,BTG,ANT,NMR,NXM,STX,NEXO,BAND,RUNE,SC,LUNA,ZB,MANA,REV,ENJ,BAL,SNT,NANO,EGLD,BCD,CHSB,HOT,RVN,SOL,GNT,CVT,CRV,BNT,AVAX,ZEN,HNT,BTM,DX,MATIC,OXT,MONA,TMTG,AR,YFII,KAVA,RLC,SXP,XVG,IOST,MAID,PAXG,IOTX,DIVI,GNO,RIF,CKB,STORJ,UQC,UTK,BTS,KCS,STEEM,VLX,SRM,KMD,TOMO,ARDR,MCO,ELF,CHZ,CVC,ANKR,UBT,JST,HIVE,WAN,TRB,IRIS,WAXP,NRG,ARK,DIA,AGI,SUN,SYS,BZRX,TRAC,NOIA,TFUEL,QKC,SHR,NPXS,HC,KP3R,ETN,FET,FTM,POWR,XZC,STRAX,LOKI,EURS,UOS,RDD,WICC,HYN,GT,AE,SOLVE,HNS,SWTH,VGX,ADX,XHV,AION,POLY,AVA,ONE,VSYS,KIN,HXRO,STAKE,SERO,DATA,MLN,ORBS,WIN,ELA,CTK,VIDT,HUSD,HEDG,NEAR,PAX,ABBC,EWT,OCEAN,CELO,ZIL,LRC,ICX,QTUM,HBAR,SUSHI,KNC,RSR,AMPL,REP
2020-11-29,BTC,ETH,XRP,USDT,LINK,BCH,LTC,ADA,DOT,BNB,XLM,BSV,USDC,EOS,WBTC,XMR,TRX,XTZ,XEM,CRO,LEO,FIL,NEO,ATOM,DASH,DAI,VET,MIOTA,UNI,REV,HT,AAVE,ZEC,ETC,YFI,WAVES,BUSD,THETA,CEL,MKR,OMG,SNX,ONT,COMP,KSM,UMA,DOGE,FTT,ALGO,BAT,DGB,OKB,BTT,ZIL,ZRX,TUSD,DCR,REN,QTUM,HUSD,PAX,ICX,HEDG,AMPL,CELO,SUSHI,LRC,HBAR,KNC,NEAR,OCEAN,EWT,ABBC,RSR,NEXO,REP,STX,LSK,BTG,NMR,NANO,QNT,SNT,LUNA,ZEN,SC,RUNE,ANT,ZB,BAND,MANA,EGLD,ENJ,OXT,NXM,XVG,GNT,RVN,CVT,BAL,BCD,HOT,CHSB,DX,BTM,IOST,MONA,AVAX,MATIC,CRV,SOL,BNT,CKB,HNT,TMTG,RLC,KAVA,AR,DIVI,SXP,MAID,PAXG,YFII,IOTX,UBT,KMD,RIF,GNO,BTS,STORJ,ARDR,STEEM,STRAX,KCS,PNT,WAN,PNK,SYS,VLX,CHZ,ELF,UTK,ANKR,ETN,CVC,TRAC,WAXP,SRM,NRG,TOMO,IRIS,ARK,XZC,HIVE,JST,FTM,QKC,TFUEL,UQC,SHR,AGI,SUN,DIA,MCO,NPXS,AE,POWR,LTO,KP3R,HC,HYN,TRB,FET,EURS,POLY,HNS,AVA,LOKI,NOIA,STAKE,UOS,HXRO,BZRX,AION,WICC,SOLVE,GT,VGX,SWAP,ONE,KIN,VSYS,SWTH,SERO,RDD,ORBS,ZAP,ADX,XHV,DNT
2020-12-06,BTC,ETH,XRP,USDT,LTC,LINK,BCH,ADA,DOT,BNB,XLM,BSV,USDC,EOS,XMR,WBTC,XEM,TRX,XTZ,CRO,LEO,FIL,NEO,VET,DAI,ATOM,AAVE,DASH,REV,MIOTA,UNI,WAVES,YFI,HT,ZEC,ETC,BUSD,THETA,COMP,CEL,SNX,MKR,OMG,ONT,KSM,UMA,DOGE,FTT,ALGO,ZIL,SUSHI,BAT,BTT,DCR,TUSD,RENBTC,OKB,REN,DGB,ZRX,AMPL,QTUM,ABBC,HUSD,PAX,ICX,HBAR,LRC,CELO,NEXO,HEDG,NEAR,KNC,LUNA,EGLD,REP,OCEAN,EWT,RSR,STX,LSK,BTG,SC,RUNE,NANO,QNT,NMR,ANT,BAND,SNT,MANA,ZEN,ZB,ENJ,XVG,NXM,OXT,RVN,MAID,CHSB,GNT,HOT,BCD,CVT,CRV,CKB,BAL,BTM,MONA,UBT,BNT,MATIC,IOST,HNT,AVAX,KP3R,SOL,DX,TMTG,RLC,KAVA,PAXG,YFII,AR,DIVI,SXP,RIF,CVC,STORJ,IOTX,STEEM,KMD,TRAC,ARDR,ELF,BTS,GNO,JST,KCS,CHZ,PNT,TFUEL,PNK,ANKR,SRM,WAN,WAXP,FTM,TOMO,VLX,QKC,NRG,HIVE,STRAX,IRIS,ARK,UTK,MVL,SUN,KIN,ETN,AE,NPXS,DIA,UOS,HYN,XZC,AGI,UQC,SHR,POWR,HC,TRB,SYS,NOIA,STAKE,MCO,FET,AION,SOLVE,EURS,POLY,VGX,HNS,WICC,VIDT,BZRX,DNT,VSYS,GT,MXC,ORBS,LOKI,AVA,ONE,ADX,HXRO,WXT,SWTH,SERO
2020-12-13,BTC,ETH,XRP,USDT,LTC,LINK,BCH,ADA,DOT,BNB,XLM,USDC,BSV,XMR,EOS,XEM,WBTC,TRX,XTZ,LEO,FIL,CRO,NEO,DAI,ATOM,VET,AAVE,REV,DASH,WAVES,UNI,MIOTA,HT,YFI,OKB,DCR,RENBTC,BAT,BTT,ZRX,NEXO,TUSD,DGB,AVAX,REN,AMPL,EGLD,QTUM,PAX,HUSD,STX,ABBC,HBAR,ICX,LRC,CELO,EWT,NEAR,KNC,HEDG,LUNA,RSR,REP,OCEAN,LSK,QNT,BTG,SC,NANO,RUNE,BAND,NMR,MANA,MAID,ZB,SNT,CVT,ANT,ENJ,ZEN,XVG,NXM,CHSB,RVN,OXT,BCD,BNT,CKB,CRV,GNO,HOT,IOST,MONA,KP3R,BTM,MATIC,BAL,DX,GNT,TMTG,PAXG,AR,HNT,RIF,STORJ,NOIA,KAVA,SOL,RLC,UBT,YFII,TFUEL,SXP,KMD,STEEM,TRAC,BTS,KCS,CVC,ARDR,PNT,ELF,DIVI,CHZ,PNK,WAN,JST,STRAX,VLX,ANKR,WAXP,TOMO,SRM,UTK,NRG,KIN,QKC,FTM,IRIS,HIVE,ETN,ARK,MCO,NPXS,AE,ONE,AGI,SUN,XHV,POWR,HYN,SWTH,DIA,IOTX,UQC,AION,HC,XZC,SHR,FET,TRB,EURS,SYS,VIDT,UOS,LBC,STAKE,WICC,SOLVE,POLY,ZAP,VGX,MVL,HNS,INJ,MLN,UNFI,GT,AVA,RDD,LOKI,WXT,VSYS,ZEC,ETC,BUSD,THETA,COMP,CEL,SNX,MKR,OMG,ONT,KSM,UMA,DOGE,FTT,ALGO,ZIL,SUSHI
2020-12-20,BTC,ETH,XRP,USDT,LTC,BCH,LINK,ADA,BNB,DOT,XLM,BSV,USDC,EOS,WBTC,XMR,XEM,TRX,XTZ,CRO,LEO,FIL,NEO,DAI,DASH,VET,ATOM,AAVE,REV,UNI,GRT,THETA,MIOTA,BUSD,HT,ZEC,YFI,ETC,WAVES,CEL,COMP,SNX,DOGE,MKR,ZIL,FTT,SUSHI,KSM,OMG,ONT,UMA,DCR,ALGO,NEXO,EGLD,OKB,BAT,BTT,RENBTC,DGB,ZRX,TUSD,QTUM,ICX,AVAX,HUSD,REN,PAX,HBAR,CHSB,AMPL,STX,NEAR,LRC,ABBC,HEDG,CELO,RSR,REP,LUNA,KNC,BTG,LSK,EWT,OCEAN,SC,RUNE,QNT,MAID,UST,NANO,CVT,BAND,MANA,ZB,SNT,ENJ,XVG,ANT,BNT,ZEN,NMR,RVN,NXM,MONA,GNO,BCD,HOT,IOST,OXT,CRV,BTM,CKB,MATIC,RIF,HNT,BAL,CHZ,GNT,AR,KP3R,TFUEL,PAXG,DX,BTS,ROSE,STORJ,RLC,KAVA,ANKR,SXP,ARDR,SOL,KMD,STEEM,KIN,TMTG,UBT,WAN,YFII,NOIA,CVC,ELF,WAXP,PNT,KCS,JST,QKC,UTK,PNK,TOMO,TRAC,HIVE,DIVI,SRM,STRAX,NRG,ETN,GRIN,VLX,FTM,ARK,HYN,NPXS,INJ,POWR,AE,ONE,MCO,FET,SUN,XZC,XHV,SHR,AGI,IOTX,POLY,IRIS,HC,DIA,SWAP,EURS,SYS,RDD,AION,SOLVE,STAKE,ALPHA,TRB,MLN,MVL,WICC,VSYS,UOS,XLT,GT,VGX,HNS,AVA,ZAP
2020-12-27,BTC,ETH,USDT,XRP,LTC,BCH,BNB,LINK,ADA,DOT,USDC,XLM,BSV,WBTC,XMR,EOS,XEM,TRX,XTZ,LEO,THETA,CRO,DAI,NEO,DASH,VET,CEL,ATOM,FIL,REV,UNI,AAVE,SNX,ZIL,MIOTA,BUSD,HT,ZEC,YFI,ETC,WAVES,DOGE,COMP,MKR,GRT,FTT,DCR,SUSHI,UMA,KSM,OKB,ALGO,OMG,DGB,ONT,RENBTC,EGLD,NEXO,BAT,BTT,STX,ZRX,TUSD,LUNA,REN,PAX,NEAR,CHSB,ICX,QTUM,AVAX,HBAR,AMPL,EWT,LRC,CELO,ABBC,REP,RSR,UST,KNC,HUSD,BTG,LSK,SC,HEDG,NANO,RUNE,QNT,MAID,OCEAN,ZEN,TFUEL,CVT,CHZ,XVG,BNT,ZB,MANA,ANT,NXM,ENJ,BAND,SNT,GNO,NMR,RVN,RIF,HOT,BAL,MONA,BCD,IOST,MATIC,CKB,OXT,KIN,HNT,BTM,AR,CRV,PAXG,NOIA,GNT,INJ,ANKR,CVC,NRG,TMTG,KCS,SXP,UTK,WAXP,SRM,DIVI,YFII,TOMO,JST,ETN,ARK,QKC,STRAX,VLX,HIVE,POLY,NPXS,XHV,POWR,FTM,MLN,SHR,ONE,XZC,FET,MCO,EURS,UOS,AGI,IOTX,XLT,LBC,IRIS,AVA,SOLVE,ADX,SYS,DIA,HNS,AION,REQ,HXRO,SWAP,VGX,GT,MRPH,STAKE,SERO,SWTH,AE,ALPHA,DATA,UQC,ORBS,KP3R,DX,BTS,ROSE,STORJ,RLC,KAVA,ARDR,SOL,KMD,STEEM,UBT,WAN,ELF,PNT,PNK,TRAC
2021-01-03,BTC,ETH,USDT,LTC,XRP,DOT,BCH,ADA,BNB,LINK,USDC,WBTC,BSV,XLM,EOS,XMR,THETA,TRX,XEM,VET,XTZ,CEL,UNI,LEO,CRO,DOGE,ATOM,DAI,BUSD,NEO,AAVE,SNX,REV,HT,FIL,DASH,MIOTA,ETC,ZIL,YFI,MKR,FTT,COMP,ZEC,SUSHI,KSM,DCR,WAVES,ALGO,UMA,OKB,DGB,OMG,RENBTC,ONT,EGLD,GRT,NEXO,STX,BAT,LRC,LUNA,BTT,RSR,REN,ZRX,NEAR,ICX,TUSD,AVAX,AMPL,PAX,QTUM,CHSB,RUNE,NANO,HBAR,SC,HUSD,EWT,REP,UST,ABBC,CELO,KNC,NXM,OCEAN,TFUEL,LSK,BTG,XVG,HEDG,ZEN,BAND,MAID,BNT,QNT,HOT,ZB,GNO,CVT,SNT,ANT,MANA,ENJ,BAL,RVN,CRV,NMR,CHZ,RIF,SOL,MATIC,MONA,BCD,CKB,DX,IOST,AR,KIN,OXT,BTM,HNT,1INCH,UBT,ARDR,PAXG,PNK,BTS,GNT,DIVI,NOIA,STORJ,INJ,KAVA,SXP,UTK,STEEM,VLX,RLC,SWAP,TOMO,YFII,ROSE,CVC,KMD,SRM,ELF,KP3R,ANKR,KCS,TRAC,JST,FUN,LBC,POLY,UQC,WAXP,WAN,ALPHA,ETN,HIVE,AGI,FTM,NRG,ARK,XHV,MLN,STRAX,IQ,RDD,NPXS,TMTG,XLT,FET,POWR,ONE,SHR,SYS,MCO,ADX,EURS,IOTX,HNS,IRIS,LTO,DIA,GT,PPT,STAKE,QKC,AVA,NIM,SOLVE,XZC,VGX,TRB,AION,UOS,SERO
2021-01-10,BTC,ETH,USDT,XRP,LTC,BCH,ADA,DOT,LINK,XLM,BNB,USDC,BSV,WBTC,XMR,EOS,TRX,XEM,XTZ,THETA,NEO,CRO,VET,UNI,SNX,AAVE,MKR,DASH,DAI,LEO,ATOM,CEL,DOGE,MIOTA,ONT,UMA,OMG,AVAX,RENBTC,NANO,LRC,DGB,OKB,BTT,LUNA,GRT,RSR,ZRX,BAT,ICX,REN,NEXO,STX,NEAR,QTUM,HBAR,HUSD,TUSD,CHSB,CELO,PAX,BTG,SC,XVG,ZEN,RUNE,REP,KNC,NXM,EWT,QNT,AMPL,SNT,BTCB,BCD,UST,BAND,OCEAN,LSK,ABBC,GNO,HEDG,HOT,MANA,IOST,BNT,ENJ,ANT,MAID,MATIC,AR,ZB,RVN,BAL,NPXS,TFUEL,NMR,CVT,RIF,CRV,MONA,VGX,CKB,OXT,CHZ,BTM,CVC,KIN,HNT,KCS,PAXG,RLC,STORJ,PNK,UBT,TOMO,GLM,1INCH,KAVA,BTS,SXP,UTK,ARDR,SRM,STEEM,ELF,DX,KMD,ALPHA,YFII,FUN,DNT,ETN,ROSE,ADK,NOIA,INJ,VLX,WAN,AGI,FTM,DIVI,ANKR,KP3R,WAXP,LTO,JST,TRAC,ONE,POLY,SWAP,MLN,ARK,STAKE,HIVE,STRAX,FET,NRG,XHV,TMTG,UQC,POWR,SYS,PPT,LOOM,AVA,LBC,XZC,SHR,IRIS,QKC,IOTX,HNS,NIM,ADX,AION,CTXC,MCO,ELA,MXC,DIA,EURS,UOS,BUSD,REV,HT,FIL,ETC,ZIL,YFI,FTT,COMP,ZEC,SUSHI,KSM,DCR,WAVES,ALGO,EGLD,SOL
2021-01-17,BTC,ETH,USDT,DOT,XRP,ADA,LTC,LINK,BCH,XLM,BNB,USDC,WBTC,BSV,XMR,EOS,UNI,AAVE,XTZ,TRX,XEM,THETA,CRO,SNX,ATOM,VET,NEO,MKR,DAI,LEO,DASH,MIOTA,DOGE,BUSD,CEL,ZEC,FIL,YFI,HT,SOL,REV,AVAX,COMP,FTT,SUSHI,ETC,KSM,ZIL,WAVES,ALGO,DCR,GRT,EGLD,HEDG,UMA,REN,ONT,OMG,LRC,NEAR,RENBTC,NANO,ZRX,HBAR,TUSD,BAT,LUNA,ICX,OKB,RSR,DGB,NEXO,STX,BTT,IOST,CRV,QTUM,RUNE,ZEN,EWT,CHSB,HUSD,CELO,VGX,BTCB,KNC,PAX,OCEAN,REP,QNT,BTG,BAND,SC,NXM,XVG,ABBC,ANT,SNT,UST,AMPL,ENJ,BNT,LSK,MATIC,GNO,MANA,AR,1INCH,BAL,RVN,BCD,TFUEL,ZB,RIF,CKB,MAID,NMR,HOT,HNT,OXT,FUN,MONA,UTK,CVT,CHZ,CVC,KAVA,TOMO,PAXG,RLC,ROSE,BTM,INJ,KCS,STORJ,SRM,UBT,NPXS,ALPHA,SXP,IOTX,ARDR,GLM,PNK,STEEM,KMD,FTM,BTS,YFII,VLX,DX,ELF,FIRO,DNT,FET,AVA,AGI,KP3R,WAXP,NOIA,KIN,WAN,TRAC,JST,ANKR,ONE,SWAP,ETN,LTO,STRAX,STAKE,MLN,POLY,TRB,HNS,HIVE,SYS,LBC,ADK,ARK,NRG,DIVI,IRIS,UQC,DIA,WICC,POWR,PPT,ADX,TEL,ORBS,MCO,NIM,ELA,LOOM,AION,BZRX,XHV,CELR,QKC
2021-01-24,BTC,ETH,USDT,DOT,XRP,ADA,LINK,LTC,BCH,BNB,XLM,USDC,WBTC,UNI,AAVE,BSV,EOS,XMR,XTZ,TRX,SNX,VET,THETA,XEM,ATOM,NEO,CRO,DAI,MKR,LEO,MIOTA,CEL,BUSD,COMP,HT,DOGE,DASH,SUSHI,FIL,REV,ZEC,FTT,YFI,AVAX,SOL,ETC,KSM,ZIL,WAVES,EGLD,GRT,ALGO,NEAR,HBAR,UMA,DCR,REN,HEDG,CELO,LRC,OMG,ONT,RENBTC,BAT,NANO,CRV,ICX,LUNA,ZRX,TUSD,RUNE,NEXO,HUSD,BTT,RSR,STX,DGB,OKB,QTUM,ENJ,NXM,IOST,ZEN,CHSB,KNC,MANA,QNT,EWT,PAX,OCEAN,BTCB,UST,AMPL,SC,VGX,XVG,AR,REP,BAND,BTG,BNT,ALPHA,1INCH,LSK,ABBC,GNO,SNT,ANT,MATIC,BAL,MAID,TFUEL,FTM,CKB,RVN,INJ,ZB,NMR,BCD,KAVA,GLM,HNT,HOT,FUN,MONA,RIF,PAXG,NPXS,OXT,CHZ,RLC,CVC,UBT,UTK,TOMO,SRM,ROSE,CVT,BTM,KCS,IOTX,STORJ,ELF,AVA,WICC,SXP,ARDR,SCRT,VLX,KMD,PNK,XVS,DX,AGI,STEEM,NOIA,BTS,ANKR,DNT,YFII,TRAC,WAN,MRPH,STAKE,JST,FET,ONE,KP3R,WAXP,KIN,LTO,HIVE,LOOM,LBC,IRIS,NRG,DIA,MLN,ETN,SYS,ARK,POLY,STRAX,MCO,DIVI,ADX,FIRO,TRB,PPT,POWR,BZRX,SWAP,UQC,DATA,HNS,VTHO,ELA,QKC,UOS,AKRO
2021-01-31,BTC,ETH,USDT,XRP,DOT,ADA,LINK,LTC,BCH,BNB,XLM,USDC,UNI,DOGE,WBTC,AAVE,BSV,EOS,XMR,TRX,XTZ,XEM,SNX,THETA,ATOM,DAI,VET,COMP,NEO,BUSD,MKR,CRO,HT,LEO,SUSHI,CEL,MIOTA,SOL,EGLD,FIL,FTT,DASH,AVAX,REV,GRT,ZEC,YFI,ETC,DCR,KSM,ALGO,ZIL,LUNA,WAVES,UMA,VGX,LRC,NEAR,RUNE,HBAR,REN,RENBTC,ZRX,1INCH,CELO,HEDG,CRV,CHSB,OMG,HUSD,ONT,NEXO,NANO,BAT,ICX,TUSD,DGB,ZEN,BTT,QNT,ALPHA,OKB,SC,QTUM,STX,FTM,RSR,ENJ,UST,XVG,KNC,IOST,PAX,NXM,MANA,AMPL,OCEAN,FLOW,BTCB,EWT,BNT,CAKE,RVN,REP,FUN,BAL,BAND,MATIC,BTG,MAID,SNT,LSK,GNO,ANT,AR,ABBC,HNT,TFUEL,INJ,ZB,CKB,HOT,BCD,SRM,NMR,CHZ,UBT,GLM,PAXG,UTK,SXP,OXT,RIF,BTS,IOTX,STORJ,KAVA,MONA,CVC,BTM,NPXS,TOMO,RLC,CVT,KCS,MRPH,ROSE,KMD,VLX,XVS,KP3R,ONE,RDD,KIN,SCRT,ARDR,AVA,NRG,PPT,STRAX,DNT,ANKR,ELF,FET,STEEM,WAN,YFII,JST,OPIUM,NOIA,MFT,DX,LOOM,WICC,STAKE,SYS,IRIS,WAXP,PNK,XHV,AGI,HIVE,SWAP,LBC,POLY,ADK,TRAC,LTO,MLN,ARK,ETN,DIA,TRB,ZCN,UQC,DIVI,FIRO,ADX,AKRO,BZRX
2021-02-07,BTC,ETH,USDT,ADA,XRP,DOT,BNB,LINK,LTC,DOGE,XLM,BCH,USDC,AAVE,UNI,WBTC,BSV,EOS,ATOM,XEM,XMR,TRX,XTZ,MKR,EGLD,SNX,THETA,COMP,VET,AVAX,DAI,SOL,HT,NEO,SUSHI,UMA,BUSD,MIOTA,CRO,LUNA,LEO,FTT,CEL,FIL,DASH,GRT,YFI,ALGO,ZRX,DCR,ZEC,REV,KSM,NEAR,ETC,NEXO,WAVES,ZIL,CHSB,LRC,REN,HBAR,CELO,RENBTC,OMG,CRV,1INCH,BAT,RUNE,ONT,VGX,HUSD,BTT,DGB,ICX,NANO,QNT,HEDG,QTUM,SC,ALPHA,OKB,TUSD,ZEN,MANA,KNC,RSR,CAKE,STX,AMPL,FTM,MATIC,ENJ,IOST,OCEAN,BNT,XVG,EWT,BTCB,UST,RVN,BAL,PAX,FUN,FLOW,REP,HNT,BAND,SNT,XVS,BTG,ANT,LSK,NU,KAVA,CKB,GNO,TFUEL,AR,GLM,MAID,INJ,SXP,MFT,CVC,NMR,MRPH,ZB,RIF,OXT,ABBC,SRM,TEL,FET,KCS,UBT,HOT,BCD,TOMO,UTK,STORJ,IOTX,BTS,CHZ,NPXS,RLC,MONA,PAXG,DNT,ANKR,ROSE,CVT,BTM,AKRO,ONE,ARDR,STRAX,ELF,KMD,ADK,AGI,SFI,STAKE,WNXM,VAI,VLX,PPT,STEEM,IRIS,DIVI,JST,TRAC,SCRT,MX,RDD,AVA,REEF,YFII,WAN,OPIUM,STMX,NRG,KIN,KP3R,ARK,XHV,POLY,ADX,SWAP,SYS,LOOM,WAXP,BZRX,NOIA,LTO,DX,HIVE,HXRO,HNS,LBC
